job_id,job_title,salary_percentiles_percentile_25,salary_percentiles_percentile_50,salary_percentiles_percentile_75,iso_alpha2,currency_code,gbp_converted_25th,gbp_converted_50th,gbp_converted_75th
HUMAN-RESOURCES-MANAGER,Human Resources Manager,16956.26885052735,20705.92047511408,25284.75730723122,EE,EUR,14725.59199790822,17981.959329937203,21958.42865872203
IT-MANAGER,IT Manager,30456.46154017059,37320.76323750727,45732.14674964743,EE,EUR,26449.77089559341,32411.041446124058,39715.86792826939
INDUSTRIAL-DESIGNER,Industrial Designer,21351.25525553263,26228.546188635304,32219.96210228036,EE,EUR,18542.39728726575,22778.057677477915,27981.274671254683
INTERIOR-DESIGNER,Interior Designer,11827.90634186298,14271.938118667786,17220.986688249362,EE,EUR,10271.889677800697,12394.397588733646,14955.48496004662
LECTURER,Lecturer,17048.857053769563,21008.393301284385,25887.51772095279,EE,EUR,14805.999787899225,18244.64043436541,22481.893107369182
MARKETING-MANAGER,Marketing Manager,17525.42388859089,22012.60017780204,27648.66457257089,EE,EUR,15219.872015992323,19116.739177045634,24011.352814215137
MECHANICAL-ENGINEER,Mechanical Engineer,15900.790246541255,18643.154522937857,21858.486602056848,EE,EUR,13808.966564457534,16190.55993265889,18982.899966440535
MOBILE-DEVELOPER,Mobile Developer,16861.453965659883,21088.34417893392,26374.84650581684,EE,EUR,14643.250456723965,18314.073398334076,22905.111500401516
NURSE,Nurse,12255.720197786824,13634.323647782492,15168.001417497302,EE,EUR,10643.422610483025,11840.664297937956,13172.579549587186
OFFICE-MANAGER,Office Manager,13075.444994353777,15985.652470690087,19543.586090112232,EE,EUR,11355.30875779649,13882.664764212834,16972.535495628013
OPERATIONS-MANAGER,Operations Manager,18767.520284698978,23918.830286477038,30484.072141364813,EE,EUR,16298.564794008229,20772.195756669476,26473.74919244558
PHARMACIST,Pharmacist,22103.52077708426,24623.938814770576,27431.75482623492,EE,EUR,19195.698744214427,21384.54394443563,23822.97856436866
PHYSICIAN,Physician,19474.3649888531,26532.99767865432,36150.08582916244,EE,EUR,16912.420755541418,23042.457143226882,31394.372152400374
POSTDOCTORAL-RESEARCHER,Postdoctoral Researcher,25189.208286840934,28488.301009502906,32219.484041188472,EE,EUR,21875.449560993027,24740.531132029657,27980.859501346065
PRODUCT-MANAGER,Product Manager,22636.22209351284,27817.325916861373,34184.30946507838,EE,EUR,19658.32069905751,24157.825966046716,29687.20290710187
PROJECT-MANAGER,Project Manager,17189.83183298359,21247.987956339395,26264.189003085925,EE,EUR,14928.4286724021,18452.715286582083,22809.011512185523
QA-ENGINEER,QA Engineer,18274.02733461969,22526.771655198558,27769.21758479016,EE,EUR,15869.993160662978,19563.26898026159,24116.046511142726
RECEPTIONIST,Receptionist,8285.540972851493,10035.430653800686,12154.893535283896,EE,EUR,7195.53912029226,8715.222590173442,10555.860169263373
RESEARCH-SCIENTIST,Research Scientist,18228.99680274113,23362.448581850957,29941.5272077702,EE,EUR,15830.886606872295,20289.008679981343,26002.578594534352
SALES-MANAGER,Sales Manager,15556.963246652544,20561.32921294628,27175.500276001927,EE,EUR,13510.371622205923,17856.38972780864,23600.435504477206
SOFTWARE-ENGINEER,Software Engineer,20912.80774803252,30016.21466061936,43082.36146038995,EE,EUR,18161.62960984445,26067.440561970398,37414.67434637762
SYSTEMS-ADMINISTRATOR,Systems Administrator,24988.41901189124,30073.928290506683,36194.41319565443,EE,EUR,21701.07505876443,26117.56169262306,31432.86804551559
TEACHER,Teacher,12204.032400795271,15093.707685635614,18667.60134826992,EE,EUR,10598.53458609052,13108.059507292433,16211.790663231606
UX-DESIGNER,UX Designer,18575.932528671576,22776.72187315477,27927.48404346979,EE,EUR,16132.181307645511,19780.33707241424,24253.492273415926
WAITER,Waiter,7044.141847210334,10782.402524516598,16504.523435561423,EE,EUR,6117.451883536564,9363.926800931145,14333.275815241235
WEB-DESIGNER,Web Designer,15166.37172811504,18558.023589453573,22708.14969596681,EE,EUR,13171.164253501824,16116.628373544005,19720.785887387665
WEB-DEVELOPER,Web Developer,17344.986389392794,21492.250755659352,26631.144710878645,EE,EUR,15063.171917772814,18664.84416674788,23127.6924721239
ACCOUNT-MANAGER,Account Manager,4015.3519262108657,5027.433479798446,6294.613238956976,ET,ETB,58.642726459540874,73.42380238824312,91.93049304873647
ACCOUNTANT,Accountant,3204.739349564465,3806.051715477234,4520.189656876743,ET,ETB,46.804030257936226,55.58597446580989,66.01569438114261
ADMINISTRATIVE-ASSISTANT,Administrative Assistant,2501.635678914326,3012.6941696463077,3628.156664186948,ET,ETB,36.53546177668129,43.999281593118354,52.987883184389695
ARCHITECT,Architect,5466.574880059745,6769.300710557776,8382.475885788508,ET,ETB,79.83729975679998,98.86312761288175,122.42295307048468
ATTORNEY,Attorney,4374.466647591013,5907.331887139684,7977.331372279315,ET,ETB,63.88746384756933,86.27439246406507,116.50596763087376
BUSINESS-ANALYST,Business Analyst,4392.447216568358,5269.243422374518,6321.060874563847,ET,ETB,64.1500633923919,76.95534696472745,92.31675096308544
BUSINESS-DEVELOPMENT,Business Development,3960.807288701344,5247.636248090825,6952.543808640008,ET,ETB,57.84612224748514,76.63978219372667,101.5393251352682
C-LEVEL-EXECUTIVE,C Level Executive,7250.210984710874,10870.38043173239,16298.169940126603,ET,ETB,105.88664390161613,158.75787674003044,238.02873052073394
CASHIER,Cashier,1160.4278804157457,1626.0005563794057,2278.364604958402,ET,ETB,16.947619042563524,23.74713539512833,33.27467050435046
CHEF,Chef,2989.180523427759,3671.639849123936,4509.91135397067,ET,ETB,43.655873506205786,53.6229389819162,65.86558357719174
CHEMICAL-ENGINEER,Chemical Engineer,4945.477528400096,5992.909121002001,7262.182372954339,ET,ETB,72.2268660977496,87.52421624259692,106.06148158932162
CIVIL-ENGINEER,Civil Engineer,4382.843562028628,5225.193549427227,6229.436949453584,ET,ETB,64.00980557775078,76.31201489887209,90.9786175002831
CONTENT-MARKETING,Content Marketing,3023.886139340337,3786.12986239455,4740.515573130315,ET,ETB,44.16273616182655,55.295023186229905,69.23347271695053
COPYWRITER,Copywriter,3000.057413737097,3689.2164304977855,4536.685800989654,ET,ETB,43.81472645729514,53.87963843754105,66.25661445107119
CUSTOMER-SUPPORT,Customer Support,2507.5907248757094,3224.1645709097197,4145.507908123524,ET,ETB,36.62243301551288,47.08772841508401,60.54360632876312
DATA-ANALYST,Data Analyst,3602.628353944139,4335.845071569772,5218.288049077898,ET,ETB,52.615051676204544,63.323410046141454,76.21116262602186
DATA-SCIENTIST,Data Scientist,7108.280539391255,8586.987778616562,10373.3045849123,ET,ETB,103.81380235892884,125.40977345615283,151.4982682547979
DENTIST,Dentist,7593.414126175375,9889.364961956286,12879.521349117833,ET,ETB,110.89899856312901,144.4305094497251,188.10063508402675
ELECTRICAL-ENGINEER,Electrical Engineer,4773.23773007248,5690.727917529599,6784.573922920662,ET,ETB,69.71136768954297,83.11097177932287,99.08618721792125
EXECUTIVE-ASSISTANT,Executive Assistant,3544.315500956673,4286.906333204019,5185.081831655307,ET,ETB,51.763414073906915,62.608677913068846,75.72619812954579
FASHION-DESIGNER,Fashion Designer,3719.2004215507895,4801.37634577951,6198.433050348638,ET,ETB,54.31754351231388,70.12232174143716,90.52581704647423
FINANCE-MANAGER,Finance Manager,5014.506312071594,6334.446487304305,8001.8270600092865,ET,ETB,73.23500589547399,92.5122428753405,116.86371807003455
FINANCIAL-ANALYST,Financial Analyst,3865.4688972222257,4498.5510668935885,5235.318725754585,ET,ETB,56.45374038025527,65.69967079549646,76.45988934590225
GRAPHIC-DESIGNER,Graphic Designer,2731.4751859198045,3252.7938586702357,3873.609374723218,ET,ETB,39.89218257889427,47.505848550435566,56.57262903662049
HARDWARE-ENGINEER,Hardware Engineer,4879.334834767453,5928.02632082006,7202.107920517461,ET,ETB,71.26087657521812,86.57662699689185,105.18411648006031
HUMAN-RESOURCES-MANAGER,Human Resources Manager,4488.412469797283,5480.893194020595,6692.831910258467,ET,ETB,65.55160034311069,80.04641342464237,97.74632913019599
IT-MANAGER,IT Manager,5204.941546082774,6378.274587345834,7816.108279294536,ET,ETB,76.01624189710007,93.15233603011467,114.15136412049368
INDUSTRIAL-DESIGNER,Industrial Designer,4234.876743711125,5202.129695640027,6390.304844278559,ET,ETB,61.848805045010366,75.97517586368897,93.32803347320517
INTERIOR-DESIGNER,Interior Designer,3613.000721336315,4359.52976041827,5260.308867290551,ET,ETB,52.766536257106836,63.66931614726183,76.82486109961395
LECTURER,Lecturer,3508.4806223612272,4323.372423262195,5327.533802265811,ET,ETB,51.240058955401366,63.14125164100821,77.80665635578586
MARKETING-MANAGER,Marketing Manager,4322.541779048255,5429.352308949158,6819.567745434734,ET,ETB,63.12912039016932,79.29367790350484,99.59725902412355
MECHANICAL-ENGINEER,Mechanical Engineer,4542.569915313762,5326.12826124665,6244.844390752953,ET,ETB,66.34254975963353,77.78612895021122,91.20363746918353
MOBILE-DEVELOPER,Mobile Developer,4427.005257664718,5536.964676706355,6925.218301472325,ET,ETB,64.65477077252527,80.8653166445215,101.14024623218563
NURSE,Nurse,4769.476197132997,5306.120427178203,5903.145927144396,ET,ETB,69.6564318952982,77.49392195020584,86.21325806999818
OFFICE-MANAGER,Office Manager,2815.3332146274606,3442.051828643604,4208.2836694115895,ET,ETB,41.116898003422456,50.26989104718119,61.46042305246668
OPERATIONS-MANAGER,Operations Manager,3915.15636007837,4990.004362114418,6359.935911581955,ET,ETB,57.179407356970586,72.87716399880618,92.88450646841888
PHARMACIST,Pharmacist,7558.300123949954,8420.192435319543,9380.368533283438,ET,ETB,110.38617157679104,122.97378929550105,136.9968052852903
PHYSICIAN,Physician,9515.573457073267,12964.504782323136,17663.505516416433,ET,ETB,138.97142307907163,189.34178662407473,257.96895050573545
POSTDOCTORAL-RESEARCHER,Postdoctoral Researcher,3125.9703152471347,3535.3110476960373,3998.254283797812,ET,ETB,45.65363771007495,51.631907371833236,58.393021729903914
PRODUCT-MANAGER,Product Manager,5343.777649663051,6567.148285777239,8070.589653015652,ET,ETB,78.0438917257042,95.91076638343284,117.86797025176705
PROJECT-MANAGER,Project Manager,4787.616860355379,5918.010601754098,7315.299136087135,ET,ETB,69.9213695572253,86.43035113259045,106.83723222539405
QA-ENGINEER,QA Engineer,3772.896437266528,4650.978833212789,5733.42111734865,ET,ETB,55.10175391764111,67.925821820204,83.73449013703596
RECEPTIONIST,Receptionist,1952.6164024343936,2364.9034825719027,2864.2433172783035,ET,ETB,28.51723875581401,34.538538733403335,41.83121192249357
RESEARCH-SCIENTIST,Research Scientist,4086.1057703041465,5237.157581981825,6712.4595104321415,ET,ETB,59.67606012527481,76.48674515946831,98.03298295511445
SALES-MANAGER,Sales Manager,4080.475186512426,5393.163284008896,7128.142894759654,ET,ETB,59.593827536158514,78.7651506089093,104.10388469644649
SOFTWARE-ENGINEER,Software Engineer,4802.182485815058,5853.30302685409,7134.496955370121,ET,ETB,70.13409511783391,85.48532098717494,104.19668339632
SYSTEMS-ADMINISTRATOR,Systems Administrator,3860.042284988016,4645.475285044586,5590.726481906163,ET,ETB,56.374486720127635,67.84544453927923,81.65048788087651
TEACHER,Teacher,2759.849077398101,3413.6648991583697,4222.371483708851,ET,ETB,40.30657274621508,49.85531046460203,61.66617035816467
UX-DESIGNER,UX Designer,4251.218066971572,5212.563038652809,6391.300799886985,ET,ETB,62.087464013778174,76.12755097092757,93.34257903568239
WAITER,Waiter,1111.330628672362,1701.3182602731,2604.520876200945,ET,ETB,16.23057188036884,24.847122541501975,38.038061945256956
WEB-DESIGNER,Web Designer,3092.7474864115075,3784.403240257471,4630.739479312816,ET,ETB,45.168430610069066,55.26980650994738,67.63023355887967
WEB-DEVELOPER,Web Developer,3896.886909601456,4828.808743501072,5983.595219009608,ET,ETB,56.91258880493029,70.5229617414366,87.38819015650331
ACCOUNT-MANAGER,Account Manager,34252.996846731,42885.138595651326,53692.677478634825,FO,DKK,3986.1604294122644,4990.717841267095,6248.435057295003
ACCOUNTANT,Accountant,27339.05716323938,32468.014433470744,38559.19225588819,FO,DKK,3181.5571737906266,3778.4347727413237,4487.28988731362
ADMINISTRATIVE-ASSISTANT,Administrative Assistant,21339.21687461782,25699.04059525893,30949.621600328515,FO,DKK,2483.331379174375,2990.7017816006705,3601.733228790072
ARCHITECT,Architect,46631.712432209526,57742.680713716494,71501.0665939686,FO,DKK,5426.721862754192,6719.750390867486,8320.869662674484
ATTORNEY,Attorney,37313.29377923472,50389.24197245636,68047.48252945128,FO,DKK,4342.299618902257,5864.000843997816,7918.962051517783
BUSINESS-ANALYST,Business Analyst,37471.82416874716,44950.6985013586,53922.256003892806,FO,DKK,4360.748444514843,5231.095440855047,6275.152043166958
BUSINESS-DEVELOPMENT,Business Development,33788.33641165661,44764.66758978404,59306.72170449168,FO,DKK,3932.0860064444005,5209.446267742277,6901.764196412849
C-LEVEL-EXECUTIVE,C Level Executive,61848.07199639297,92726.331906289,139020.86760759042,FO,DKK,7197.511456606785,10790.940035504445,16178.423271972053
CASHIER,Cashier,9903.877676252618,13874.897836030215,19438.122748817925,FO,DKK,1152.554489391645,1614.6782415448674,2262.093330697607
CHEF,Chef,25501.62058782124,31323.03780216118,38473.34696933637,FO,DKK,2967.727213122949,3645.189189566504,4477.299722487003
CHEMICAL-ENGINEER,Chemical Engineer,42188.734805976,51121.63192599927,61945.94985595914,FO,DKK,4909.674502439898,5949.232038943331,7208.901900849197
CIVIL-ENGINEER,Civil Engineer,37389.74760856202,44574.55890315393,53140.00303537094,FO,DKK,4351.19686168966,5187.322547376338,6184.1180865509905
CONTENT-MARKETING,Content Marketing,25795.445559508727,32297.28795417657,40437.94501585903,FO,DKK,3001.920819030037,3758.5666386022735,4705.927980265174
COPYWRITER,Copywriter,25593.38590989926,31470.81550867213,38697.97580779638,FO,DKK,2978.4063165396938,3662.3866817648973,4503.4406931933245
CUSTOMER-SUPPORT,Customer Support,21394.65781785263,27506.487300508627,35364.288134662136,FO,DKK,2489.783267021758,3201.0416992136165,4115.485912298426
DATA-ANALYST,Data Analyst,30733.31568090926,36987.91190014889,44515.39303268236,FO,DKK,3576.5608299925357,4304.433607450371,5180.437174610247
DATA-SCIENTIST,Data Scientist,60634.52947200852,73247.2375763534,88483.53997772082,FO,DKK,7056.286581838724,8524.078675424986,10297.189098277991
DENTIST,Dentist,64774.053009837466,84358.00342831085,109863.01476812224,FO,DKK,7538.019756805841,9817.083645989034,12785.205454699328
ELECTRICAL-ENGINEER,Electrical Engineer,40718.31777176195,48545.02434497296,57876.14807329608,FO,DKK,4738.556097158605,5649.381744746637,6735.282529843672
EXECUTIVE-ASSISTANT,Executive Assistant,30236.044754980023,36570.53455062013,44232.10800737499,FO,DKK,3518.691391691825,4255.861709281311,5147.470145092271
FASHION-DESIGNER,Fashion Designer,31728.38694063748,40958.54557934421,52873.86525870171,FO,DKK,3692.3613159389965,4766.512383287777,6153.146552034534
FINANCE-MANAGER,Finance Manager,42774.56662602828,54033.1097956866,68254.97449730242,FO,DKK,4977.850131855104,6288.052549370136,7943.108734956024
FINANCIAL-ANALYST,Financial Analyst,32973.636395065885,38374.10532387202,44659.07071226078,FO,DKK,3837.2760549967393,4465.750568937902,5197.157530014125
GRAPHIC-DESIGNER,Graphic Designer,23304.063476698426,27749.25264729066,33042.35002848781,FO,DKK,2711.9885623728233,3229.2932890907064,3845.2725397345052
HARDWARE-ENGINEER,Hardware Engineer,41619.93060606307,50566.17451657745,61435.42211645301,FO,DKK,4843.480446371697,5884.591203118993,7149.4897132837505
HUMAN-RESOURCES-MANAGER,Human Resources Manager,38285.82809740924,46752.652399669736,57091.89574907629,FO,DKK,4455.477389381709,5440.796138204643,6644.015900080797
IT-MANAGER,IT Manager,44402.15117330634,54409.43561539312,66672.14551004306,FO,DKK,5167.258759278659,6331.847114201722,7758.908493915156
INDUSTRIAL-DESIGNER,Industrial Designer,36124.18139046916,44376.17309280141,54513.20037059244,FO,DKK,4203.917778287528,5164.235584488897,6343.9226404102465
INTERIOR-DESIGNER,Interior Designer,30820.691126081678,37188.87462852426,44872.85474807981,FO,DKK,3586.7290655955994,4327.820456759385,5222.0364469694805
LECTURER,Lecturer,29927.335779910456,36878.0239647012,45443.02444903918,FO,DKK,3482.765673830319,4291.645501874926,5288.389411943142
MARKETING-MANAGER,Marketing Manager,36872.36943802969,46312.86058068551,58170.41562167173,FO,DKK,4290.987461629107,5389.6157771443095,6769.527640198363
MECHANICAL-ENGINEER,Mechanical Engineer,38748.82847117733,45431.51194447377,53266.701446113446,FO,DKK,4509.358624269733,5287.049655006036,6198.86249544552
MOBILE-DEVELOPER,Mobile Developer,37766.802538528005,47234.40217449791,59075.39423032056,FO,DKK,4395.076276044865,5496.859317081839,6874.843678249054
NURSE,Nurse,40687.5339648025,45263.78286542532,50354.73619661322,FO,DKK,4734.973660453357,5267.5303405134555,5859.98526664943
OFFICE-MANAGER,Office Manager,24016.68966494521,29362.102074227263,35897.24688310027,FO,DKK,2794.9197676411686,3416.9871306842633,4177.508487521241
OPERATIONS-MANAGER,Operations Manager,33400.83335642907,42568.67317198116,54252.89591686647,FO,DKK,3886.990701296764,4953.889473963765,6313.629953388286
PHARMACIST,Pharmacist,64478.03515483141,71829.85090613396,80019.92413087396,FO,DKK,7503.570956156234,8359.131629089554,9312.243730449036
PHYSICIAN,Physician,81166.15277460059,110585.78830860749,150668.9199597378,FO,DKK,9445.635015396356,12869.317548581223,17533.954455816
POSTDOCTORAL-RESEARCHER,Postdoctoral Researcher,26668.157414598096,30160.63333997366,34110.48574995971,FO,DKK,3103.4818438537145,3509.915458894779,3969.575833990037
PRODUCT-MANAGER,Product Manager,45586.57781529049,56020.680068000045,68842.99602389925,FO,DKK,5305.095300499999,6519.354178410754,8011.539189419647
PROJECT-MANAGER,Project Manager,40842.132205183305,50484.04337087037,62402.193457188565,FO,DKK,4752.964885893288,5875.0332679548155,7261.996822660888
QA-ENGINEER,QA Engineer,32187.20262110382,39677.90353102619,48911.86249236811,FO,DKK,3745.7555610630793,4617.478864262012,5692.072190598385
RECEPTIONIST,Receptionist,16656.05000382928,20173.379950753355,24433.47963916383,FO,DKK,1938.3322204670883,2347.6581989895653,2843.4233105585986
RESEARCH-SCIENTIST,Research Scientist,34857.879671117815,44674.36320154119,57255.310601031066,FO,DKK,4056.55310161525,5198.9371791324065,6663.033150435712
SALES-MANAGER,Sales Manager,34809.590459138555,46006.68634635597,60805.51826820768,FO,DKK,4050.93348979499,5353.985037362588,7076.185242861926
SOFTWARE-ENGINEER,Software Engineer,40966.01765904653,49931.70457436612,60859.592027032326,FO,DKK,4767.381939565381,5810.755357788115,7082.478025903973
SYSTEMS-ADMINISTRATOR,Systems Administrator,32927.590133118545,39628.82423087889,47693.855018632006,FO,DKK,3831.9174643858755,4611.76730667113,5550.327711531041
TEACHER,Teacher,23546.15855445292,29121.78780349208,36017.7021194498,FO,DKK,2740.1621503195533,3389.0207824866434,4191.526352842646
UX-DESIGNER,UX Designer,36262.06844728186,44462.95180099917,54518.51390474568,FO,DKK,4219.964255390081,5174.334375385392,6344.540997971098
WAITER,Waiter,9483.071926603665,14515.186835066404,22217.552549170978,FO,DKK,1103.5836143693648,1689.1912741640738,2585.5468707213304
WEB-DESIGNER,Web Designer,26385.192023003387,32285.370310216476,39504.92894495746,FO,DKK,3070.552011409707,3757.1797339475334,4597.34910880247
WEB-DEVELOPER,Web Developer,33243.61112695992,41192.174389348176,51041.24291558699,FO,DKK,3868.6941115840973,4793.7007172538715,5939.876843142541
ACCOUNT-MANAGER,Account Manager,10010.344552801414,12532.911006346958,15691.15403216119,FJ,FJD,3561.0670143424645,4458.4415394474945,5581.950825584581
ACCOUNTANT,Accountant,7989.408891640744,9488.399887440386,11268.634969750532,FJ,FJD,2842.1419780355336,3375.3910946650526,4008.689618602051
ADMINISTRATIVE-ASSISTANT,Administrative Assistant,6235.886465665938,7510.102962272708,9044.687842615189,FJ,FJD,2218.346179887792,2671.6343071108995,3217.5455461568085
ARCHITECT,Architect,13627.704082893752,16874.990189109707,20896.05792365289,FJ,FJD,4847.90181145484,6003.087167761289,7433.536598986034
ATTORNEY,Attorney,10904.24394624602,14725.812614187742,19886.71183597513,FJ,FJD,3879.0616275494085,5238.541519042601,7074.473128200805
BUSINESS-ANALYST,Business Analyst,10951.201840912408,13136.905862920965,15758.84529919948,FJ,FJD,3895.7663682181646,4673.305887945497,5606.031229304715
BUSINESS-DEVELOPMENT,Business Development,9874.223765130317,13082.030316593207,17331.946416752606,FJ,FJD,3512.64358152404,4653.784532122923,6165.644184722519
C-LEVEL-EXECUTIVE,C Level Executive,18074.74960161411,27098.875767836333,40628.45041101141,FJ,FJD,6429.88802825921,9640.118990269953,14453.112361852931
CASHIER,Cashier,2894.5390205349595,4055.107233504165,5681.006391193406,FJ,FJD,1029.6995646238345,1442.558598526162,2020.95386040294
CHEF,Chef,7452.277075292925,9153.599077309063,11243.325391899749,FJ,FJD,2651.063400923542,3256.2894878177503,3999.686022136819
CHEMICAL-ENGINEER,Chemical Engineer,12329.392740116382,14939.997914899766,18103.368300611248,FJ,FJD,4386.042214842124,5314.735520687545,6440.068807197891
CIVIL-ENGINEER,Civil Engineer,10926.856741742886,13026.629027144523,15529.906524955266,FJ,FJD,3887.105874150633,4634.076149123005,5524.588846081561
CONTENT-MARKETING,Content Marketing,7538.536662877519,9438.68164984582,11817.772502963504,FJ,FJD,2681.7492749609464,3357.7043931758712,4204.039093892075
COPYWRITER,Copywriter,7479.538701857614,9197.232278687272,11309.398207555045,FJ,FJD,2660.761416671628,3271.81150639948,4023.190680056806
CUSTOMER-SUPPORT,Customer Support,6252.102172780232,8038.3633310379455,10334.969464045376,FJ,FJD,2224.1147345478603,2859.5569669426054,3676.5486600907334
DATA-ANALYST,Data Analyst,8981.456784089136,10809.31000034194,13009.15714369179,FJ,FJD,3195.051811239755,3845.2899485110697,4627.86072391823
DATA-SCIENTIST,Data Scientist,17720.205752615966,21406.33796258212,25859.25419633672,FJ,FJD,6303.7630583197915,7615.062959554687,9199.137616926588
DENTIST,Dentist,18930.004821210303,24653.431671128543,32107.31845572475,FJ,FJD,6734.135413080335,8770.179872563205,11421.815909390773
ELECTRICAL-ENGINEER,Electrical Engineer,11899.77073562982,14187.200925374236,16914.331760551064,FJ,FJD,4233.209039046527,5046.936494015136,6017.082487464147
EXECUTIVE-ASSISTANT,Executive Assistant,8835.809120592749,10687.093605859443,12926.260422966196,FJ,FJD,3143.2392999463364,3801.8128465284326,4598.371151784526
FASHION-DESIGNER,Fashion Designer,9272.286386827069,11969.704485075266,15451.833505010902,FJ,FJD,3298.5111576829845,4258.087180555631,5496.8152510202235
FINANCE-MANAGER,Finance Manager,12500.619650244093,15790.97545754245,19947.40363897393,FJ,FJD,4446.954254223719,5617.461170246032,7096.063551643274
FINANCIAL-ANALYST,Financial Analyst,9636.280207019958,11214.585742408271,13051.398534696682,FJ,FJD,3427.997848143669,3989.462216425833,4642.887621679244
GRAPHIC-DESIGNER,Graphic Designer,6810.179351882218,8109.392819954666,9656.464023984438,FJ,FJD,2422.644387895428,2884.824905392951,3435.1780130657266
HARDWARE-ENGINEER,Hardware Engineer,12163.320032357737,14777.863304269757,17954.410741369833,FJ,FJD,4326.963724739968,5257.057964160662,6387.0788378762945
HUMAN-RESOURCES-MANAGER,Human Resources Manager,11188.82913438531,13663.114716342589,16684.561137700603,FJ,FJD,3980.2995940257633,4860.498744364241,5935.344183494507
IT-MANAGER,IT Manager,12975.799622290146,15900.604010649631,19484.67264161285,FJ,FJD,4615.994162431056,5656.460289830864,6931.452225577062
INDUSTRIAL-DESIGNER,Industrial Designer,10557.01277589153,12968.773353183076,15931.50314929196,FJ,FJD,3755.5380604455304,4613.494646553346,5667.452309417243
INTERIOR-DESIGNER,Interior Designer,9006.747472891597,10867.817689501742,13113.442081920412,FJ,FJD,3204.048688139386,3866.1033981234577,4664.958912862662
LECTURER,Lecturer,8745.890447880542,10777.229424192115,13280.37147890636,FJ,FJD,3111.251747701765,3833.877645874966,4724.342160481684
MARKETING-MANAGER,Marketing Manager,10775.256736851055,13534.414658887808,17000.09425596754,FJ,FJD,3833.1758846336015,4814.715152507961,6047.591526577075
MECHANICAL-ENGINEER,Mechanical Engineer,11323.896186054815,13277.019640781227,15567.014006961252,FJ,FJD,4028.3481721628823,4723.1497819254955,5537.78941370037
MOBILE-DEVELOPER,Mobile Developer,11037.151100571253,13803.986132570228,17264.421897633423,FJ,FJD,3926.3418466009352,4910.612159636402,6141.623099691298
NURSE,Nurse,11890.559048691244,13227.997839771197,14715.870476102711,FJ,FJD,4229.932085458129,4705.710829885465,5235.00471570882
OFFICE-MANAGER,Office Manager,7018.46980254293,8580.676602032156,10490.607357459205,FJ,FJD,2496.7413632131065,3052.4787880238982,3731.9150828441466
OPERATIONS-MANAGER,Operations Manager,9761.22766087004,12440.508508180166,15855.2035992887,FJ,FJD,3472.4464936507893,4425.570394350644,5640.309606257266
PHARMACIST,Pharmacist,18843.995777921773,20992.367992841857,23385.672504936847,FJ,FJD,6703.538667346521,7467.797818340556,8319.188867703922
PHYSICIAN,Physician,23720.3868687544,32318.2529321326,44032.56482975499,FJ,FJD,8438.259722251456,11496.853467005449,15664.08761906752
POSTDOCTORAL-RESEARCHER,Postdoctoral Researcher,7793.408475211252,8814.17900763355,9968.648740242252,FJ,FJD,2772.417043587686,3135.5446315591275,3546.2341999515666
PRODUCT-MANAGER,Product Manager,13322.189956130716,16371.594200766624,20118.996768337744,FJ,FJD,4739.218611441807,5824.009730437794,7157.105869381905
PROJECT-MANAGER,Project Manager,11935.875127568192,14753.784981073675,18236.967875526352,FJ,FJD,4246.052768703031,5248.4923726326215,6487.595347053826
QA-ENGINEER,QA Engineer,9406.532131108595,11595.63083244266,14294.17903731206,FJ,FJD,3346.2675649929615,4125.014703549654,5084.992749088974
RECEPTIONIST,Receptionist,4867.110816461253,5895.168873288358,7140.3790369942535,FJ,FJD,1731.4197021119685,2097.1397445825824,2540.1091964838265
RESEARCH-SCIENTIST,Research Scientist,10186.737045197777,13055.62253888441,16732.470772687673,FJ,FJD,3623.8166512742478,4644.390263461654,5952.38749503306
SALES-MANAGER,Sales Manager,10172.708920187488,13445.077025526562,17770.104073616854,FJ,FJD,3618.8263042403655,4782.934298450033,6321.5138224468465
SOFTWARE-ENGINEER,Software Engineer,11971.685762306295,14591.903690259687,17785.603258667175,FJ,FJD,4258.791997553334,5190.904931769205,6327.027482475306
SYSTEMS-ADMINISTRATOR,Systems Administrator,9623.118708969894,11581.556727319288,13938.56402322952,FJ,FJD,3423.3157938629006,4120.007999609857,4958.486724268893
TEACHER,Teacher,6880.969680780381,8510.476139479362,10525.871712957956,FJ,FJD,2447.827247870328,3027.5057663392076,3744.4599790249185
UX-DESIGNER,UX Designer,10597.209658009697,12994.138130868663,15933.21555514142,FJ,FJD,3769.8376472614864,4622.517879736363,5668.06147845768
WAITER,Waiter,2770.9742540566635,4241.630049259268,6492.81582044294,FJ,FJD,985.7427945326745,1508.911983577418,2309.7458960001236
WEB-DESIGNER,Web Designer,7710.883971103108,9435.193481922308,11545.09345166216,FJ,FJD,2743.059883311695,3356.463516833665,4107.036601123764
WEB-DEVELOPER,Web Developer,9715.119653067406,12038.131725544865,14916.606343166804,FJ,FJD,3456.044090634896,4282.429398511612,5306.4142332361
ACCOUNT-MANAGER,Account Manager,30150.24150960391,37748.263100146,47261.02663635225,FI,EUR,26183.83554911702,32782.30169281353,41043.61648096607
ACCOUNTANT,Accountant,45951.328585046445,54572.35939508613,64810.80094201233,FI,EUR,39906.21536318508,47393.10905596186,56284.63550222828
